replicate,scientist_work,n,p_hat
822,Doesn't benefit,7,0.14
823,Doesn't benefit,9,0.18
824,Doesn't benefit,6,0.12
825,Doesn't benefit,10,0.2
826,Doesn't benefit,14,0.28
827,Doesn't benefit,12,0.24
828,Doesn't benefit,8,0.16
829,Doesn't benefit,7,0.14
830,Doesn't benefit,9,0.18
831,Doesn't benefit,10,0.2
832,Doesn't benefit,11,0.22
833,Doesn't benefit,7,0.14
834,Doesn't benefit,9,0.18
835,Doesn't benefit,7,0.14
836,Doesn't benefit,11,0.22
837,Doesn't benefit,12,0.24
838,Doesn't benefit,7,0.14
839,Doesn't benefit,7,0.14
840,Doesn't benefit,15,0.3
841,Doesn't benefit,9,0.18
842,Doesn't benefit,9,0.18
843,Doesn't benefit,14,0.28
844,Doesn't benefit,7,0.14
845,Doesn't benefit,13,0.26
846,Doesn't benefit,10,0.2
847,Doesn't benefit,10,0.2
848,Doesn't benefit,13,0.26
849,Doesn't benefit,11,0.22
850,Doesn't benefit,9,0.18
851,Doesn't benefit,8,0.16
852,Doesn't benefit,12,0.24
853,Doesn't benefit,9,0.18
854,Doesn't benefit,12,0.24
855,Doesn't benefit,15,0.3
856,Doesn't benefit,9,0.18
857,Doesn't benefit,10,0.2
858,Doesn't benefit,10,0.2
859,Doesn't benefit,12,0.24
860,Doesn't benefit,9,0.18
861,Doesn't benefit,14,0.28
862,Doesn't benefit,9,0.18
863,Doesn't benefit,8,0.16
864,Doesn't benefit,8,0.16
865,Doesn't benefit,8,0.16
866,Doesn't benefit,8,0.16
867,Doesn't benefit,7,0.14
868,Doesn't benefit,12,0.24
869,Doesn't benefit,7,0.14
870,Doesn't benefit,10,0.2
871,Doesn't benefit,10,0.2
872,Doesn't benefit,8,0.16
873,Doesn't benefit,13,0.26
874,Doesn't benefit,16,0.32
875,Doesn't benefit,9,0.18
876,Doesn't benefit,16,0.32
877,Doesn't benefit,9,0.18
878,Doesn't benefit,5,0.1
879,Doesn't benefit,10,0.2
880,Doesn't benefit,10,0.2
881,Doesn't benefit,11,0.22
882,Doesn't benefit,11,0.22
883,Doesn't benefit,14,0.28
884,Doesn't benefit,9,0.18
885,Doesn't benefit,10,0.2
886,Doesn't benefit,12,0.24
887,Doesn't benefit,13,0.26
888,Doesn't benefit,7,0.14
889,Doesn't benefit,11,0.22
890,Doesn't benefit,17,0.34
891,Doesn't benefit,9,0.18
892,Doesn't benefit,9,0.18
893,Doesn't benefit,11,0.22
894,Doesn't benefit,6,0.12
895,Doesn't benefit,13,0.26
896,Doesn't benefit,6,0.12
897,Doesn't benefit,10,0.2
898,Doesn't benefit,12,0.24
899,Doesn't benefit,14,0.28
900,Doesn't benefit,9,0.18
901,Doesn't benefit,13,0.26
902,Doesn't benefit,8,0.16
903,Doesn't benefit,7,0.14
904,Doesn't benefit,2,0.04
905,Doesn't benefit,12,0.24
906,Doesn't benefit,2,0.04
907,Doesn't benefit,12,0.24
908,Doesn't benefit,14,0.28
909,Doesn't benefit,8,0.16
910,Doesn't benefit,12,0.24
911,Doesn't benefit,8,0.16
912,Doesn't benefit,10,0.2
913,Doesn't benefit,11,0.22
914,Doesn't benefit,7,0.14
915,Doesn't benefit,13,0.26
916,Doesn't benefit,11,0.22
917,Doesn't benefit,12,0.24
918,Doesn't benefit,11,0.22
919,Doesn't benefit,6,0.12
920,Doesn't benefit,12,0.24
921,Doesn't benefit,9,0.18
922,Doesn't benefit,9,0.18
923,Doesn't benefit,11,0.22
924,Doesn't benefit,8,0.16
925,Doesn't benefit,7,0.14
926,Doesn't benefit,13,0.26
927,Doesn't benefit,10,0.2
928,Doesn't benefit,15,0.3
929,Doesn't benefit,8,0.16
930,Doesn't benefit,9,0.18
931,Doesn't benefit,13,0.26
932,Doesn't benefit,15,0.3
933,Doesn't benefit,9,0.18
934,Doesn't benefit,8,0.16
935,Doesn't benefit,9,0.18
936,Doesn't benefit,5,0.1
937,Doesn't benefit,9,0.18
938,Doesn't benefit,4,0.08
939,Doesn't benefit,12,0.24
940,Doesn't benefit,7,0.14
941,Doesn't benefit,13,0.26
942,Doesn't benefit,10,0.2
943,Doesn't benefit,8,0.16
944,Doesn't benefit,8,0.16
945,Doesn't benefit,11,0.22
946,Doesn't benefit,10,0.2
947,Doesn't benefit,3,0.06
948,Doesn't benefit,12,0.24
949,Doesn't benefit,9,0.18
950,Doesn't benefit,14,0.28
951,Doesn't benefit,10,0.2
952,Doesn't benefit,11,0.22
953,Doesn't benefit,8,0.16
954,Doesn't benefit,12,0.24
955,Doesn't benefit,5,0.1
956,Doesn't benefit,12,0.24
957,Doesn't benefit,10,0.2
958,Doesn't benefit,9,0.18
959,Doesn't benefit,19,0.38
960,Doesn't benefit,10,0.2
961,Doesn't benefit,11,0.22
962,Doesn't benefit,12,0.24
963,Doesn't benefit,12,0.24
964,Doesn't benefit,17,0.34
965,Doesn't benefit,6,0.12
966,Doesn't benefit,9,0.18
967,Doesn't benefit,14,0.28
968,Doesn't benefit,17,0.34
969,Doesn't benefit,9,0.18
970,Doesn't benefit,14,0.28
971,Doesn't benefit,8,0.16
972,Doesn't benefit,9,0.18
973,Doesn't benefit,11,0.22
974,Doesn't benefit,12,0.24
975,Doesn't benefit,8,0.16
976,Doesn't benefit,8,0.16
977,Doesn't benefit,6,0.12
978,Doesn't benefit,14,0.28
979,Doesn't benefit,9,0.18
980,Doesn't benefit,12,0.24
981,Doesn't benefit,11,0.22
982,Doesn't benefit,13,0.26
983,Doesn't benefit,8,0.16
984,Doesn't benefit,11,0.22
985,Doesn't benefit,8,0.16
986,Doesn't benefit,9,0.18
987,Doesn't benefit,12,0.24
988,Doesn't benefit,10,0.2
989,Doesn't benefit,13,0.26
990,Doesn't benefit,9,0.18
991,Doesn't benefit,14,0.28
992,Doesn't benefit,13,0.26
993,Doesn't benefit,9,0.18
994,Doesn't benefit,9,0.18
995,Doesn't benefit,8,0.16
996,Doesn't benefit,13,0.26
997,Doesn't benefit,7,0.14
998,Doesn't benefit,8,0.16
999,Doesn't benefit,13,0.26
1000,Doesn't benefit,9,0.18
1001,Doesn't benefit,8,0.16
1002,Doesn't benefit,8,0.16
1003,Doesn't benefit,9,0.18
1004,Doesn't benefit,11,0.22
1005,Doesn't benefit,10,0.2
1006,Doesn't benefit,9,0.18
1007,Doesn't benefit,9,0.18
1008,Doesn't benefit,11,0.22
1009,Doesn't benefit,12,0.24
1010,Doesn't benefit,7,0.14
1011,Doesn't benefit,9,0.18
1012,Doesn't benefit,9,0.18
1013,Doesn't benefit,12,0.24
1014,Doesn't benefit,4,0.08
1015,Doesn't benefit,8,0.16
1016,Doesn't benefit,5,0.1
1017,Doesn't benefit,10,0.2
1018,Doesn't benefit,7,0.14
1019,Doesn't benefit,11,0.22
1020,Doesn't benefit,7,0.14
1021,Doesn't benefit,5,0.1
1022,Doesn't benefit,9,0.18
1023,Doesn't benefit,12,0.24
1024,Doesn't benefit,11,0.22
1025,Doesn't benefit,18,0.36
1026,Doesn't benefit,7,0.14
1027,Doesn't benefit,5,0.1
1028,Doesn't benefit,6,0.12
1029,Doesn't benefit,13,0.26
1030,Doesn't benefit,10,0.2
1031,Doesn't benefit,10,0.2
1032,Doesn't benefit,7,0.14
1033,Doesn't benefit,13,0.26
1034,Doesn't benefit,6,0.12
1035,Doesn't benefit,5,0.1
1036,Doesn't benefit,13,0.26
1037,Doesn't benefit,7,0.14
1038,Doesn't benefit,9,0.18
1039,Doesn't benefit,9,0.18
1040,Doesn't benefit,9,0.18
1041,Doesn't benefit,11,0.22
1042,Doesn't benefit,7,0.14
1043,Doesn't benefit,5,0.1
1044,Doesn't benefit,7,0.14
1045,Doesn't benefit,10,0.2
1046,Doesn't benefit,10,0.2
1047,Doesn't benefit,14,0.28
1048,Doesn't benefit,10,0.2
1049,Doesn't benefit,7,0.14
1050,Doesn't benefit,8,0.16
1051,Doesn't benefit,10,0.2
1052,Doesn't benefit,14,0.28
1053,Doesn't benefit,13,0.26
1054,Doesn't benefit,8,0.16
1055,Doesn't benefit,15,0.3
1056,Doesn't benefit,12,0.24
1057,Doesn't benefit,10,0.2
1058,Doesn't benefit,4,0.08
1059,Doesn't benefit,12,0.24
1060,Doesn't benefit,11,0.22
1061,Doesn't benefit,11,0.22
1062,Doesn't benefit,13,0.26
1063,Doesn't benefit,6,0.12
1064,Doesn't benefit,11,0.22
1065,Doesn't benefit,9,0.18
1066,Doesn't benefit,9,0.18
1067,Doesn't benefit,6,0.12
1068,Doesn't benefit,15,0.3
1069,Doesn't benefit,7,0.14
1070,Doesn't benefit,9,0.18
1071,Doesn't benefit,9,0.18
1072,Doesn't benefit,11,0.22
1073,Doesn't benefit,5,0.1
1074,Doesn't benefit,13,0.26
1075,Doesn't benefit,11,0.22
1076,Doesn't benefit,10,0.2
1077,Doesn't benefit,10,0.2
1078,Doesn't benefit,12,0.24
1079,Doesn't benefit,10,0.2
1080,Doesn't benefit,13,0.26
1081,Doesn't benefit,8,0.16
1082,Doesn't benefit,10,0.2
1083,Doesn't benefit,12,0.24
1084,Doesn't benefit,12,0.24
1085,Doesn't benefit,6,0.12
1086,Doesn't benefit,11,0.22
1087,Doesn't benefit,10,0.2
1088,Doesn't benefit,12,0.24
1089,Doesn't benefit,13,0.26
1090,Doesn't benefit,14,0.28
1091,Doesn't benefit,10,0.2
1092,Doesn't benefit,9,0.18
1093,Doesn't benefit,13,0.26
1094,Doesn't benefit,12,0.24
1095,Doesn't benefit,9,0.18
1096,Doesn't benefit,10,0.2
1097,Doesn't benefit,10,0.2
1098,Doesn't benefit,8,0.16
1099,Doesn't benefit,5,0.1
1100,Doesn't benefit,8,0.16
1101,Doesn't benefit,11,0.22
1102,Doesn't benefit,9,0.18
1103,Doesn't benefit,14,0.28
1104,Doesn't benefit,8,0.16
1105,Doesn't benefit,6,0.12
1106,Doesn't benefit,7,0.14
1107,Doesn't benefit,9,0.18
1108,Doesn't benefit,13,0.26
1109,Doesn't benefit,9,0.18
1110,Doesn't benefit,10,0.2
1111,Doesn't benefit,13,0.26
1112,Doesn't benefit,9,0.18
1113,Doesn't benefit,8,0.16
1114,Doesn't benefit,8,0.16
1115,Doesn't benefit,13,0.26
1116,Doesn't benefit,10,0.2
1117,Doesn't benefit,7,0.14
1118,Doesn't benefit,11,0.22
1119,Doesn't benefit,9,0.18
1120,Doesn't benefit,8,0.16
1121,Doesn't benefit,13,0.26
1122,Doesn't benefit,7,0.14
1123,Doesn't benefit,9,0.18
1124,Doesn't benefit,4,0.08
1125,Doesn't benefit,7,0.14
1126,Doesn't benefit,14,0.28
1127,Doesn't benefit,9,0.18
1128,Doesn't benefit,8,0.16
1129,Doesn't benefit,12,0.24
1130,Doesn't benefit,13,0.26
1131,Doesn't benefit,10,0.2
1132,Doesn't benefit,12,0.24
1133,Doesn't benefit,10,0.2
1134,Doesn't benefit,10,0.2
1135,Doesn't benefit,6,0.12
1136,Doesn't benefit,8,0.16
1137,Doesn't benefit,7,0.14
1138,Doesn't benefit,9,0.18
1139,Doesn't benefit,7,0.14
1140,Doesn't benefit,7,0.14
1141,Doesn't benefit,8,0.16
1142,Doesn't benefit,6,0.12
1143,Doesn't benefit,9,0.18
1144,Doesn't benefit,9,0.18
1145,Doesn't benefit,10,0.2
1146,Doesn't benefit,7,0.14
1147,Doesn't benefit,13,0.26
1148,Doesn't benefit,13,0.26
1149,Doesn't benefit,8,0.16
1150,Doesn't benefit,9,0.18
1151,Doesn't benefit,12,0.24
1152,Doesn't benefit,7,0.14
1153,Doesn't benefit,12,0.24
1154,Doesn't benefit,13,0.26
1155,Doesn't benefit,14,0.28
1156,Doesn't benefit,9,0.18
1157,Doesn't benefit,4,0.08
1158,Doesn't benefit,11,0.22
1159,Doesn't benefit,10,0.2
1160,Doesn't benefit,5,0.1
1161,Doesn't benefit,8,0.16
1162,Doesn't benefit,11,0.22
1163,Doesn't benefit,15,0.3
1164,Doesn't benefit,11,0.22
1165,Doesn't benefit,10,0.2
1166,Doesn't benefit,9,0.18
1167,Doesn't benefit,8,0.16
1168,Doesn't benefit,14,0.28
1169,Doesn't benefit,13,0.26
1170,Doesn't benefit,7,0.14
1171,Doesn't benefit,10,0.2
1172,Doesn't benefit,5,0.1
1173,Doesn't benefit,11,0.22
1174,Doesn't benefit,10,0.2
1175,Doesn't benefit,9,0.18
1176,Doesn't benefit,15,0.3
1177,Doesn't benefit,9,0.18
1178,Doesn't benefit,7,0.14
1179,Doesn't benefit,10,0.2
1180,Doesn't benefit,9,0.18
1181,Doesn't benefit,13,0.26
1182,Doesn't benefit,5,0.1
1183,Doesn't benefit,9,0.18
1184,Doesn't benefit,10,0.2
1185,Doesn't benefit,10,0.2
1186,Doesn't benefit,9,0.18
1187,Doesn't benefit,10,0.2
1188,Doesn't benefit,10,0.2
1189,Doesn't benefit,7,0.14
1190,Doesn't benefit,8,0.16
1191,Doesn't benefit,5,0.1
1192,Doesn't benefit,8,0.16
1193,Doesn't benefit,7,0.14
1194,Doesn't benefit,8,0.16
1195,Doesn't benefit,7,0.14
1196,Doesn't benefit,9,0.18
1197,Doesn't benefit,14,0.28
1198,Doesn't benefit,5,0.1
1199,Doesn't benefit,6,0.12
1200,Doesn't benefit,9,0.18
1201,Doesn't benefit,8,0.16
1202,Doesn't benefit,15,0.3
1203,Doesn't benefit,7,0.14
1204,Doesn't benefit,11,0.22
1205,Doesn't benefit,8,0.16
1206,Doesn't benefit,8,0.16
1207,Doesn't benefit,11,0.22
1208,Doesn't benefit,13,0.26
1209,Doesn't benefit,8,0.16
1210,Doesn't benefit,13,0.26
1211,Doesn't benefit,8,0.16
1212,Doesn't benefit,9,0.18
1213,Doesn't benefit,7,0.14
1214,Doesn't benefit,13,0.26
1215,Doesn't benefit,5,0.1
1216,Doesn't benefit,10,0.2
1217,Doesn't benefit,13,0.26
1218,Doesn't benefit,6,0.12
1219,Doesn't benefit,16,0.32
1220,Doesn't benefit,10,0.2
1221,Doesn't benefit,8,0.16
1222,Doesn't benefit,9,0.18
1223,Doesn't benefit,11,0.22
1224,Doesn't benefit,13,0.26
1225,Doesn't benefit,10,0.2
1226,Doesn't benefit,8,0.16
1227,Doesn't benefit,9,0.18
1228,Doesn't benefit,7,0.14
1229,Doesn't benefit,9,0.18
1230,Doesn't benefit,11,0.22
1231,Doesn't benefit,10,0.2
1232,Doesn't benefit,12,0.24
1233,Doesn't benefit,8,0.16
1234,Doesn't benefit,11,0.22
1235,Doesn't benefit,10,0.2
1236,Doesn't benefit,11,0.22
1237,Doesn't benefit,9,0.18
1238,Doesn't benefit,6,0.12
1239,Doesn't benefit,10,0.2
1240,Doesn't benefit,12,0.24
1241,Doesn't benefit,11,0.22
1242,Doesn't benefit,11,0.22
1243,Doesn't benefit,9,0.18
1244,Doesn't benefit,4,0.08
1245,Doesn't benefit,16,0.32
1246,Doesn't benefit,15,0.3
1247,Doesn't benefit,10,0.2
1248,Doesn't benefit,10,0.2
1249,Doesn't benefit,14,0.28
1250,Doesn't benefit,8,0.16
1251,Doesn't benefit,14,0.28
1252,Doesn't benefit,9,0.18
1253,Doesn't benefit,15,0.3
1254,Doesn't benefit,11,0.22
1255,Doesn't benefit,10,0.2
1256,Doesn't benefit,12,0.24
1257,Doesn't benefit,11,0.22
1258,Doesn't benefit,11,0.22
1259,Doesn't benefit,11,0.22
1260,Doesn't benefit,17,0.34
1261,Doesn't benefit,7,0.14
1262,Doesn't benefit,13,0.26
1263,Doesn't benefit,12,0.24
1264,Doesn't benefit,14,0.28
1265,Doesn't benefit,9,0.18
1266,Doesn't benefit,14,0.28
1267,Doesn't benefit,13,0.26
1268,Doesn't benefit,14,0.28
1269,Doesn't benefit,9,0.18
1270,Doesn't benefit,6,0.12
1271,Doesn't benefit,10,0.2
1272,Doesn't benefit,10,0.2
1273,Doesn't benefit,8,0.16
1274,Doesn't benefit,11,0.22
1275,Doesn't benefit,6,0.12
1276,Doesn't benefit,11,0.22
1277,Doesn't benefit,10,0.2
1278,Doesn't benefit,11,0.22
1279,Doesn't benefit,10,0.2
1280,Doesn't benefit,10,0.2
1281,Doesn't benefit,9,0.18
1282,Doesn't benefit,4,0.08
1283,Doesn't benefit,11,0.22
1284,Doesn't benefit,11,0.22
1285,Doesn't benefit,11,0.22
1286,Doesn't benefit,8,0.16
1287,Doesn't benefit,10,0.2
1288,Doesn't benefit,4,0.08
1289,Doesn't benefit,10,0.2
1290,Doesn't benefit,10,0.2
1291,Doesn't benefit,7,0.14
1292,Doesn't benefit,9,0.18
1293,Doesn't benefit,9,0.18
1294,Doesn't benefit,6,0.12
1295,Doesn't benefit,11,0.22
1296,Doesn't benefit,11,0.22
1297,Doesn't benefit,18,0.36
1298,Doesn't benefit,10,0.2
1299,Doesn't benefit,10,0.2
1300,Doesn't benefit,10,0.2
1301,Doesn't benefit,6,0.12
1302,Doesn't benefit,11,0.22
1303,Doesn't benefit,5,0.1
1304,Doesn't benefit,9,0.18
1305,Doesn't benefit,14,0.28
1306,Doesn't benefit,6,0.12
1307,Doesn't benefit,7,0.14
1308,Doesn't benefit,7,0.14
1309,Doesn't benefit,11,0.22
1310,Doesn't benefit,15,0.3
1311,Doesn't benefit,12,0.24
1312,Doesn't benefit,12,0.24
1313,Doesn't benefit,8,0.16
1314,Doesn't benefit,13,0.26
1315,Doesn't benefit,11,0.22
1316,Doesn't benefit,17,0.34
1317,Doesn't benefit,10,0.2
1318,Doesn't benefit,11,0.22
1319,Doesn't benefit,10,0.2
1320,Doesn't benefit,8,0.16
1321,Doesn't benefit,14,0.28
1322,Doesn't benefit,7,0.14
1323,Doesn't benefit,8,0.16
1324,Doesn't benefit,14,0.28
1325,Doesn't benefit,12,0.24
1326,Doesn't benefit,7,0.14
1327,Doesn't benefit,9,0.18
1328,Doesn't benefit,13,0.26
1329,Doesn't benefit,6,0.12
1330,Doesn't benefit,11,0.22
1331,Doesn't benefit,10,0.2
1332,Doesn't benefit,11,0.22
1333,Doesn't benefit,8,0.16
1334,Doesn't benefit,15,0.3
1335,Doesn't benefit,9,0.18
1336,Doesn't benefit,13,0.26
1337,Doesn't benefit,12,0.24
1338,Doesn't benefit,8,0.16
1339,Doesn't benefit,10,0.2
1340,Doesn't benefit,7,0.14
1341,Doesn't benefit,8,0.16
1342,Doesn't benefit,13,0.26
1343,Doesn't benefit,8,0.16
1344,Doesn't benefit,8,0.16
1345,Doesn't benefit,6,0.12
1346,Doesn't benefit,8,0.16
1347,Doesn't benefit,8,0.16
1348,Doesn't benefit,10,0.2
1349,Doesn't benefit,9,0.18
1350,Doesn't benefit,5,0.1
1351,Doesn't benefit,8,0.16
1352,Doesn't benefit,8,0.16
1353,Doesn't benefit,10,0.2
1354,Doesn't benefit,7,0.14
1355,Doesn't benefit,12,0.24
1356,Doesn't benefit,9,0.18
1357,Doesn't benefit,7,0.14
1358,Doesn't benefit,10,0.2
1359,Doesn't benefit,3,0.06
1360,Doesn't benefit,11,0.22
1361,Doesn't benefit,9,0.18
1362,Doesn't benefit,12,0.24
1363,Doesn't benefit,6,0.12
1364,Doesn't benefit,11,0.22
1365,Doesn't benefit,8,0.16
1366,Doesn't benefit,12,0.24
1367,Doesn't benefit,12,0.24
1368,Doesn't benefit,11,0.22
1369,Doesn't benefit,9,0.18
1370,Doesn't benefit,4,0.08
1371,Doesn't benefit,10,0.2
1372,Doesn't benefit,14,0.28
1373,Doesn't benefit,5,0.1
1374,Doesn't benefit,9,0.18
1375,Doesn't benefit,9,0.18
1376,Doesn't benefit,10,0.2
1377,Doesn't benefit,10,0.2
1378,Doesn't benefit,9,0.18
1379,Doesn't benefit,9,0.18
1380,Doesn't benefit,11,0.22
1381,Doesn't benefit,12,0.24
1382,Doesn't benefit,9,0.18
1383,Doesn't benefit,12,0.24
1384,Doesn't benefit,12,0.24
1385,Doesn't benefit,7,0.14
1386,Doesn't benefit,11,0.22
1387,Doesn't benefit,8,0.16
1388,Doesn't benefit,10,0.2
1389,Doesn't benefit,10,0.2
1390,Doesn't benefit,13,0.26
1391,Doesn't benefit,10,0.2
1392,Doesn't benefit,9,0.18
1393,Doesn't benefit,14,0.28
1394,Doesn't benefit,9,0.18
1395,Doesn't benefit,5,0.1
1396,Doesn't benefit,9,0.18
1397,Doesn't benefit,11,0.22
1398,Doesn't benefit,8,0.16
1399,Doesn't benefit,5,0.1
1400,Doesn't benefit,9,0.18
1401,Doesn't benefit,9,0.18
1402,Doesn't benefit,10,0.2
1403,Doesn't benefit,9,0.18
1404,Doesn't benefit,9,0.18
1405,Doesn't benefit,7,0.14
1406,Doesn't benefit,13,0.26
1407,Doesn't benefit,10,0.2
1408,Doesn't benefit,8,0.16
1409,Doesn't benefit,14,0.28
1410,Doesn't benefit,7,0.14
1411,Doesn't benefit,13,0.26
1412,Doesn't benefit,11,0.22
1413,Doesn't benefit,5,0.1
1414,Doesn't benefit,5,0.1
1415,Doesn't benefit,14,0.28
1416,Doesn't benefit,6,0.12
1417,Doesn't benefit,6,0.12
1418,Doesn't benefit,8,0.16
1419,Doesn't benefit,9,0.18
1420,Doesn't benefit,9,0.18
1421,Doesn't benefit,7,0.14
1422,Doesn't benefit,11,0.22
1423,Doesn't benefit,14,0.28
1424,Doesn't benefit,5,0.1
1425,Doesn't benefit,6,0.12
1426,Doesn't benefit,12,0.24
1427,Doesn't benefit,7,0.14
1428,Doesn't benefit,12,0.24
1429,Doesn't benefit,8,0.16
1430,Doesn't benefit,15,0.3
1431,Doesn't benefit,11,0.22
1432,Doesn't benefit,14,0.28
1433,Doesn't benefit,10,0.2
1434,Doesn't benefit,8,0.16
1435,Doesn't benefit,13,0.26
1436,Doesn't benefit,12,0.24
1437,Doesn't benefit,12,0.24
1438,Doesn't benefit,9,0.18
1439,Doesn't benefit,7,0.14
1440,Doesn't benefit,8,0.16
1441,Doesn't benefit,10,0.2
1442,Doesn't benefit,4,0.08
1443,Doesn't benefit,13,0.26
1444,Doesn't benefit,11,0.22
1445,Doesn't benefit,10,0.2
1446,Doesn't benefit,10,0.2
1447,Doesn't benefit,8,0.16
1448,Doesn't benefit,6,0.12
1449,Doesn't benefit,7,0.14
1450,Doesn't benefit,6,0.12
1451,Doesn't benefit,13,0.26
1452,Doesn't benefit,8,0.16
1453,Doesn't benefit,4,0.08
1454,Doesn't benefit,14,0.28
1455,Doesn't benefit,6,0.12
1456,Doesn't benefit,7,0.14
1457,Doesn't benefit,11,0.22
1458,Doesn't benefit,10,0.2
1459,Doesn't benefit,13,0.26
1460,Doesn't benefit,6,0.12
1461,Doesn't benefit,14,0.28
1462,Doesn't benefit,6,0.12
1463,Doesn't benefit,8,0.16
1464,Doesn't benefit,12,0.24
1465,Doesn't benefit,9,0.18
1466,Doesn't benefit,10,0.2
1467,Doesn't benefit,9,0.18
1468,Doesn't benefit,11,0.22
1469,Doesn't benefit,10,0.2
1470,Doesn't benefit,11,0.22
1471,Doesn't benefit,9,0.18
1472,Doesn't benefit,10,0.2
1473,Doesn't benefit,10,0.2
1474,Doesn't benefit,8,0.16
1475,Doesn't benefit,8,0.16
1476,Doesn't benefit,9,0.18
1477,Doesn't benefit,7,0.14
1478,Doesn't benefit,7,0.14
1479,Doesn't benefit,9,0.18
1480,Doesn't benefit,10,0.2
1481,Doesn't benefit,12,0.24
1482,Doesn't benefit,8,0.16
1483,Doesn't benefit,12,0.24
1484,Doesn't benefit,7,0.14
1485,Doesn't benefit,11,0.22
1486,Doesn't benefit,9,0.18
1487,Doesn't benefit,7,0.14
1488,Doesn't benefit,10,0.2
1489,Doesn't benefit,14,0.28
1490,Doesn't benefit,8,0.16
1491,Doesn't benefit,13,0.26
1492,Doesn't benefit,11,0.22
1493,Doesn't benefit,10,0.2
1494,Doesn't benefit,12,0.24
1495,Doesn't benefit,8,0.16
1496,Doesn't benefit,7,0.14
1497,Doesn't benefit,12,0.24
1498,Doesn't benefit,13,0.26
1499,Doesn't benefit,6,0.12
1500,Doesn't benefit,10,0.2
1501,Doesn't benefit,10,0.2
1502,Doesn't benefit,12,0.24
1503,Doesn't benefit,11,0.22
1504,Doesn't benefit,13,0.26
1505,Doesn't benefit,13,0.26
1506,Doesn't benefit,6,0.12
1507,Doesn't benefit,11,0.22
1508,Doesn't benefit,12,0.24
1509,Doesn't benefit,8,0.16
1510,Doesn't benefit,14,0.28
1511,Doesn't benefit,13,0.26
1512,Doesn't benefit,8,0.16
1513,Doesn't benefit,8,0.16
1514,Doesn't benefit,7,0.14
1515,Doesn't benefit,9,0.18
1516,Doesn't benefit,9,0.18
1517,Doesn't benefit,10,0.2
1518,Doesn't benefit,15,0.3
1519,Doesn't benefit,11,0.22
1520,Doesn't benefit,8,0.16
1521,Doesn't benefit,14,0.28
1522,Doesn't benefit,8,0.16
1523,Doesn't benefit,9,0.18
1524,Doesn't benefit,7,0.14
1525,Doesn't benefit,8,0.16
1526,Doesn't benefit,6,0.12
1527,Doesn't benefit,10,0.2
1528,Doesn't benefit,10,0.2
1529,Doesn't benefit,11,0.22
1530,Doesn't benefit,9,0.18
1531,Doesn't benefit,11,0.22
1532,Doesn't benefit,6,0.12
1533,Doesn't benefit,12,0.24
1534,Doesn't benefit,14,0.28
1535,Doesn't benefit,5,0.1
1536,Doesn't benefit,12,0.24
1537,Doesn't benefit,11,0.22
1538,Doesn't benefit,7,0.14
1539,Doesn't benefit,12,0.24
1540,Doesn't benefit,12,0.24
1541,Doesn't benefit,12,0.24
1542,Doesn't benefit,13,0.26
1543,Doesn't benefit,10,0.2
1544,Doesn't benefit,12,0.24
1545,Doesn't benefit,11,0.22
1546,Doesn't benefit,11,0.22
1547,Doesn't benefit,8,0.16
1548,Doesn't benefit,11,0.22
1549,Doesn't benefit,9,0.18
1550,Doesn't benefit,16,0.32
1551,Doesn't benefit,7,0.14
1552,Doesn't benefit,12,0.24
1553,Doesn't benefit,9,0.18
1554,Doesn't benefit,14,0.28
1555,Doesn't benefit,11,0.22
1556,Doesn't benefit,10,0.2
1557,Doesn't benefit,8,0.16
1558,Doesn't benefit,14,0.28
1559,Doesn't benefit,13,0.26
1560,Doesn't benefit,6,0.12
1561,Doesn't benefit,7,0.14
1562,Doesn't benefit,11,0.22
1563,Doesn't benefit,7,0.14
1564,Doesn't benefit,10,0.2
1565,Doesn't benefit,11,0.22
1566,Doesn't benefit,10,0.2
1567,Doesn't benefit,14,0.28
1568,Doesn't benefit,10,0.2
1569,Doesn't benefit,9,0.18
1570,Doesn't benefit,10,0.2
